_content_cmd,_content_data_uname,_content_data_uid,_content_data_total_coin,_content_data_top_list,_content_data_timestamp,_content_data_tid,_content_data_tag_image,_content_data_svga_block,_content_data_super_gift_num,_content_data_super_batch_gift_num,_content_data_super,_content_data_silver,_content_data_send_master,_content_data_rnd,_content_data_remain,_content_data_rcost,_content_data_price,_content_data_original_gift_name,_content_data_num,_content_data_name_color,_content_data_medal_info_anchor_roomid,_content_data_medal_info_anchor_uname,_content_data_medal_info_guard_level,_content_data_medal_info_icon_id,_content_data_medal_info_is_lighted,_content_data_medal_info_medal_color,_content_data_medal_info_medal_color_border,_content_data_medal_info_medal_color_end,_content_data_medal_info_medal_color_start,_content_data_medal_info_medal_level,_content_data_medal_info_medal_name,_content_data_medal_info_special,_content_data_medal_info_target_id,_content_data_magnification,_content_data_is_special_batch,_content_data_is_first,_content_data_guard_level,_content_data_gold,_content_data_giftType,_content_data_giftName,_content_data_giftId,_content_data_float_sc_resource_id,_content_data_face,_content_data_effect_block,_content_data_effect,_content_data_draw,_content_data_dmscore,_content_data_discount_price,_content_data_demarcation,_content_data_crit_prob,_content_data_combo_total_coin,_content_data_combo_stay_time,_content_data_combo_send_action,_content_data_combo_send_combo_id,_content_data_combo_send_combo_num,_content_data_combo_send_gift_id,_content_data_combo_send_gift_name,_content_data_combo_send_gift_num,_content_data_combo_send_send_master,_content_data_combo_send_uid,_content_data_combo_send_uname,_content_data_combo_resources_id,_content_data_coin_type,_content_data_broadcast_id,_content_data_blind_gift_blind_gift_config_id,_content_data_blind_gift_from,_content_data_blind_gift_gift_action,_content_data_blind_gift_original_gift_id,_content_data_blind_gift_original_gift_name,_content_data_biz_source,_content_data_beatId,_content_data_batch_combo_send_action,_content_data_batch_combo_send_batch_combo_id,_content_data_batch_combo_send_batch_combo_num,_content_data_batch_combo_send_blind_gift_original_gift_name,_content_data_batch_combo_send_blind_gift_original_gift_id,_content_data_batch_combo_send_blind_gift_gift_action,_content_data_batch_combo_send_blind_gift_from,_content_data_batch_combo_send_blind_gift_blind_gift_config_id,_content_data_batch_combo_send_gift_id,_content_data_batch_combo_send_gift_name,_content_data_batch_combo_send_gift_num,_content_data_batch_combo_send_send_master,_content_data_batch_combo_send_uid,_content_data_batch_combo_send_uname,_content_data_batch_combo_id,_content_data_action,_msg_type,
SEND_GIFT,呆炜丁,35431412,1000,None,1640693606,1640693606121200001,,0,1,1,0,0,None,1640693606121200001,0,32533695,1100,,1,,0,,0,0,1,6067854,6067854,6067854,6067854,1,米粉,,23920239,1,0,True,0,0,0,泡泡糖,31025,0,http://i2.hdslb.com/bfs/face/d45b44029a789e1dcb05fb81a5f044a4f16537d4.jpg,0,0,0,32,1100,2,0,1100,3,投喂,9079ec30-77e1-4c33-9a3b-1a06ba289f54,1,31025,泡泡糖,1,None,35431412,呆炜丁,1,gold,0,30,0,爆出,31092,白银宝盒,Live,,投喂,ce175a04-af73-40d0-a09b-654be10873a0,1,白银宝盒,31092,爆出,0,30,31025,泡泡糖,1,None,35431412,呆炜丁,ce175a04-af73-40d0-a09b-654be10873a0,投喂,gift,
SEND_GIFT,这个是鬼畜吗,16198242,1000,None,1640693610,1640693610121200003,,0,1,1,0,0,None,1640693610121200003,0,32533851,1100,,1,,0,,0,0,0,6067854,12632256,12632256,12632256,4,样老板,,24032900,1,0,True,0,0,0,泡泡糖,31025,0,http://i0.hdslb.com/bfs/face/e76cc9064e54b19d4ed91c300f90c1906aa71ef0.jpg,0,0,0,16,1100,2,0,1100,3,投喂,e4912c79-95b8-4fc9-9235-aadca9474777,1,31025,泡泡糖,1,None,16198242,这个是鬼畜吗,1,gold,0,30,0,爆出,31092,白银宝盒,Live,,投喂,a4c66fee-7678-4b4d-93f6-476e17c26ec0,1,白银宝盒,31092,爆出,0,30,31025,泡泡糖,1,None,16198242,这个是鬼畜吗,a4c66fee-7678-4b4d-93f6-476e17c26ec0,投喂,gift,
SEND_GIFT,吃着鱼的猫_,86643079,1000,None,1640693721,1640693721111900001,,0,1,1,0,0,None,1640693721111900001,0,32542977,1100,,1,,0,,0,0,0,6126494,12632256,12632256,12632256,5,沐锅,,642922,1,0,True,0,0,0,泡泡糖,31025,0,http://i1.hdslb.com/bfs/face/f59bcd65f7a5109a5a65497dfd5c08b2650bc5d5.jpg,0,0,0,24,1100,2,0,1100,3,投喂,63df03da-134f-473e-b387-64fc0e45faa9,1,31025,泡泡糖,1,None,86643079,吃着鱼的猫_,1,gold,0,30,0,爆出,31092,白银宝盒,Live,0,投喂,9d03828a-c828-4221-a4e4-39a77b98babc,1,白银宝盒,31092,爆出,0,30,31025,泡泡糖,1,None,86643079,吃着鱼的猫_,9d03828a-c828-4221-a4e4-39a77b98babc,投喂,gift,
SEND_GIFT,滚去学习丨,364381958,1000,None,1640693740,1640693740121800001,,0,1,1,0,0,None,1640693740121800001,0,32543744,1100,,1,,0,,0,0,1,6126494,6126494,6126494,6126494,5,米粉,,23920239,1,0,True,0,0,0,泡泡糖,31025,0,http://i2.hdslb.com/bfs/face/19a84c6ee9a4fe5b4efb3120a26e6da3a23eb5d3.jpg,0,0,0,40,1100,2,0,1100,3,投喂,575ba102-b1c8-469a-b181-caf2efc89ed5,1,31025,泡泡糖,1,None,364381958,滚去学习丨,1,gold,0,30,0,爆出,31092,白银宝盒,Live,,投喂,ec9524cf-945c-431b-a75d-cc35623847b2,1,白银宝盒,31092,爆出,0,30,31025,泡泡糖,1,None,364381958,滚去学习丨,ec9524cf-945c-431b-a75d-cc35623847b2,投喂,gift,
SEND_GIFT,KD灬苏枫,401522435,10000,None,1640693748,1640693748121500001,,0,1,1,0,0,None,1640693748121500001,0,32544224,11000,,1,,0,,0,0,0,9272486,12632256,12632256,12632256,10,包3104,,14897804,1,0,True,0,0,0,聚光灯,31096,0,http://i2.hdslb.com/bfs/face/8fb83162b63a022de1ccf93704d5de15602b2f13.jpg,0,0,0,48,11000,2,0,11000,5,投喂,879f0127-d819-4167-8421-41ff89a96ee8,1,31096,聚光灯,1,None,401522435,KD灬苏枫,1,gold,0,30,0,爆出,31093,紫金宝盒,Live,,投喂,905546fd-1eba-47bf-84c1-f16dd105d5c5,1,紫金宝盒,31093,爆出,0,30,31096,聚光灯,1,None,401522435,KD灬苏枫,905546fd-1eba-47bf-84c1-f16dd105d5c5,投喂,gift,
SEND_GIFT,YOUUUOY,525352167,1000,None,1640693820,1640693820121700001,,0,1,1,0,0,None,1640693820121700001,0,32548559,1100,,1,,0,,0,0,1,6067854,6067854,6067854,6067854,1,米粉,,23920239,1,0,True,0,0,0,泡泡糖,31025,0,http://i0.hdslb.com/bfs/face/3e465b0c829b2faf47dee4d3e1b04b7907512eb0.jpg,0,0,0,32,1100,2,0,1100,3,投喂,596f68be-38df-4f0f-a621-cbc8a893c43c,1,31025,泡泡糖,1,None,525352167,YOUUUOY,1,gold,0,30,0,爆出,31092,白银宝盒,Live,,投喂,7aba1240-e55f-46f0-a1c4-51acd920c19e,1,白银宝盒,31092,爆出,0,30,31025,泡泡糖,1,None,525352167,YOUUUOY,7aba1240-e55f-46f0-a1c4-51acd920c19e,投喂,gift,
SEND_GIFT,剑歌丶诗骨,341944891,1000,None,1640693874,1640693874121100002,,0,1,1,0,0,None,1640693874121100002,0,32550405,600,,1,,0,,0,0,0,0,0,0,0,0,,,0,1,0,True,0,0,0,金币,20011,0,http://i1.hdslb.com/bfs/face/c775acdc9d9a3dacce2feb5f636b8344e132e911.jpg,0,0,0,8,600,1,0,600,3,投喂,bea20509-8204-4f4a-b3a5-a0f0e6eef7e2,1,20011,金币,1,None,341944891,剑歌丶诗骨,1,gold,0,30,0,爆出,31092,白银宝盒,Live,,投喂,475ea0a7-0879-4e13-a784-b80c610fb868,1,白银宝盒,31092,爆出,0,30,20011,金币,1,None,341944891,剑歌丶诗骨,475ea0a7-0879-4e13-a784-b80c610fb868,投喂,gift,
SEND_GIFT,Peach_taozi,433979080,1000,None,1640694032,1640694032121000001,,0,1,1,0,0,None,1640694032121000001,0,32554470,600,,1,,0,,0,0,1,6067854,6067854,6067854,6067854,2,米粉,,23920239,1,0,True,0,0,0,金币,20011,0,http://i1.hdslb.com/bfs/face/28f14d2fa05606a4bd86a8d5c9fc6bd64246756e.jpg,0,0,0,32,600,1,0,600,3,投喂,e17b08e8-720c-45a3-be12-948df33a1233,1,20011,金币,1,None,433979080,Peach_taozi,1,gold,0,30,0,爆出,31092,白银宝盒,Live,,投喂,8bbe1a93-6e06-4047-86ae-32baf4af5b0b,1,白银宝盒,31092,爆出,0,30,20011,金币,1,None,433979080,Peach_taozi,8bbe1a93-6e06-4047-86ae-32baf4af5b0b,投喂,gift,
SEND_GIFT,vip1999,24404254,1000,None,1640694037,1640694037111400004,,0,1,1,0,0,None,1640694037111400004,0,32554662,600,,1,,0,,0,0,1,6067854,6067854,6067854,6067854,1,米粉,,23920239,1,0,True,0,0,0,金币,20011,0,http://i1.hdslb.com/bfs/face/3c69d4479fc41308ed1a3671ba53ba59dbcd9fa0.jpg,0,0,0,32,600,1,0,600,3,投喂,572d6760-ef50-46db-ac2c-714ec059cc6c,1,20011,金币,1,None,24404254,vip1999,1,gold,0,30,0,爆出,31092,白银宝盒,Live,0,投喂,2790c97e-d6be-4621-a82b-61f30f70d8d0,1,白银宝盒,31092,爆出,0,30,20011,金币,1,None,24404254,vip1999,2790c97e-d6be-4621-a82b-61f30f70d8d0,投喂,gift,
SEND_GIFT,Peach_taozi,433979080,10000,None,1640694108,1640694108121000001,,0,1,1,0,0,None,1640694108121000001,0,32556770,4000,,1,,0,,0,0,1,6067854,6067854,6067854,6067854,2,米粉,,23920239,1,0,True,0,0,0,粉玫瑰,30131,0,http://i1.hdslb.com/bfs/face/28f14d2fa05606a4bd86a8d5c9fc6bd64246756e.jpg,0,0,0,32,4000,2,0,4000,3,投喂,4abd4846-08a4-4c61-8444-fd15c3441867,1,30131,粉玫瑰,1,None,433979080,Peach_taozi,1,gold,0,30,0,爆出,31093,紫金宝盒,Live,,投喂,23b4e30c-a538-40a8-8653-2228a64c3d2d,1,紫金宝盒,31093,爆出,0,30,30131,粉玫瑰,1,None,433979080,Peach_taozi,23b4e30c-a538-40a8-8653-2228a64c3d2d,投喂,gift,
